TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,LATITUDE,LONGITUDE
Co-op for sale,325000,1,1,775,40.634777,-74.031653
House for sale,649000,3,2,2000,40.699555,-73.75271
House for sale,849000,3,3,1656,40.635957,-73.894634
Condo for sale,759000,2,2,1230,40.612478,-73.953507
Co-op for sale,249000,2,1,1000,40.592614,-73.93961
Condo for sale,695000,2,1,959,40.789751,-73.948726
Co-op for sale,325000,1,1,775,40.634777,-74.031653
House for sale,649000,3,2,2000,40.699555,-73.75271
Condo for sale,759000,2,2,1230,40.612478,-73.953507
Co-op for sale,750000,1,1,750,40.784029,-73.976713
House for sale,949900,3,2,1940,40.600663,-73.980811
House for sale,599000,3,2,1232,40.633859,-74.152829
House for sale,635000,3,1,500,40.731413,-73.992152
Condo for sale,580000,2,1,667,40.660932,-73.994596
House for sale,619000,2,2,804,40.625038,-74.152221
Condo for sale,375000,1,1,387,40.663708,-73.994963
Condo for sale,935000,1,1,713,40.690983,-73.989926
Multi-family home for sale,604200,5,3,2000,40.670355,-73.876708
Co-op for sale,329000,2,1,950,40.591141,-73.967677
Co-op for sale,595000,2,2,1075,40.748765,-73.883485
Multi-family home for sale,850000,3,2,1696,40.587072,-74.094436
Townhouse for sale,799000,3,2,1184,40.786579,-73.842276
Co-op for sale,639000,3,1,1100,40.758694,-73.904916
Multi-family home for sale,950000,9,7,3316,40.851264,-73.89444
Multi-family home for sale,850000,3,2,1696,40.587072,-74.094436
Condo for sale,720000,2,1,970,40.747237,-73.902111
Condo for sale,760000,1,1,700,40.7636,-73.958352
Co-op for sale,339999,1,1,825,40.740213,-73.886883
Co-op for sale,220000,1,1,900,40.872414,-73.885223
Condo for sale,499000,1,1,750,40.740926,-73.902073
Co-op for sale,445000,3,1,550,40.773547,-73.956157
Co-op for sale,299000,1,1,700,40.75856,-73.87738
Condo for sale,580000,2,2,950,40.744002,-73.835377
Condo for sale,995000,2,2,1015,40.803098,-73.955974
Co-op for sale,217000,1,1,700,40.712688,-73.82825
Condo for sale,468000,1,1,500,40.725653,-73.859614
House for sale,650000,5,2,1951,40.893104,-73.85824
Co-op for sale,450000,1,1,1115,40.71933,-73.838004
House for sale,629000,3,2,1216,40.571871,-74.12762
Co-op for sale,235000,1,1,660,40.881546,-73.908104
House for sale,485000,3,1,525,40.739218,-73.980552
Condo for sale,585000,2,2,988,40.887057,-73.908722
Condo for sale,848880,1,1,713,40.749637,-73.982583
Co-op for sale,268000,1,1,750,40.729553,-73.827208
Co-op for sale,799000,1,1,950,40.741982,-73.980516
Condo for sale,240000,1,1,800,40.618948,-74.107158
Co-op for sale,165000,1,1,750,40.904655,-73.906611
Co-op for sale,765000,1,2,1000,40.761797,-73.976628
Condo for sale,309000,2,1,862,40.838502,-73.86211
Condo for sale,750000,1,1,592,40.712002,-73.945383
Co-op for sale,270000,2,1,700,40.776922,-73.907348
House for sale,499000,3,2,1024,40.57576,-74.094358
Condo for sale,595000,1,1,556,40.686977,-73.912614
Co-op for sale,469900,3,2,1200,40.881927,-73.917282
Co-op for sale,159999,1,1,650,40.841225,-73.92161
House for sale,758000,4,2,1216,40.631852,-73.938209
House for sale,599999,2,2,1048,40.864822,-73.843046
House for sale,620000,3,2,1280,40.683738,-73.79675
House for sale,849000,3,2,1890,40.829252,-73.855841
Co-op for sale,469900,3,2,1200,40.881927,-73.917282
Co-op for sale,259000,1,1,570,40.634367,-74.031134
Co-op for sale,950000,2,1,775,40.749707,-73.985924
Condo for sale,749999,3,3,1602,40.625366,-73.908929
Co-op for sale,639000,3,1,1050,40.749516,-73.88223
Townhouse for sale,499000,3,2,1890,40.630181,-74.122821
Co-op for sale,600000,1,1,750,40.798665,-73.967898
House for sale,489000,7,3,2500,40.900022,-73.855759
Townhouse for sale,499000,3,2,1890,40.630181,-74.122821
Co-op for sale,600000,1,1,750,40.798665,-73.967898
Co-op for sale,319000,1,1,750,40.578179,-73.973331
Co-op for sale,520000,1,1,730,40.768555,-73.952296
Co-op for sale,689000,1,1,1000,40.754867,-73.964448
House for sale,899000,4,2,1400,40.742172,-73.858274
Co-op for sale,232000,1,1,750,40.75837,-73.87924
Multi-family home for sale,849999,4,2,2217,40.640561,-73.933387
Multi-family home for sale,669000,2,1,2675,40.633031,-74.130121
Condo for sale,459000,1,1,548,40.578626,-73.962611
Condo for sale,989000,3,1,930,40.725996,-73.939399
Co-op for sale,309999,1,1,650,40.758906,-73.906446
Condo for sale,600000,1,1,830,40.755354,-73.831927
Co-op for sale,240000,1,1,750,40.731466,-73.852704
Co-op for sale,225000,1,1,622,40.602275,-73.971107
Condo for sale,385000,2,1,910,40.57955,-74.107721
Co-op for sale,599000,1,2,1025,40.775494,-73.946659
Co-op for sale,729888,2,2,1600,40.794423,-73.796598
House for sale,949000,4,2,2172,40.614244,-73.901547
House for sale,650000,3,2,1500,40.565916,-74.127465
House for sale,579999,3,2,1152,40.621983,-74.073006
Co-op for sale,535000,3,2,1350,40.760794,-73.825877
Condo for sale,550000,1,1,712,40.747292,-73.902194
House for sale,840000,3,2,1675,40.861114,-73.843997
House for sale,949000,4,2,2172,40.614244,-73.901547
Condo for sale,725000,2,2,800,40.742771,-73.872752
Co-op for sale,349999,2,1,873,40.58444,-73.931612
Co-op for sale,280000,2,1,1050,40.872414,-73.885223
Condo for sale,595000,2,2,739,40.72843,-73.81141
Condo for sale,705000,1,1,631,40.771526,-73.933747
Townhouse for sale,599999,3,2,1800,40.591685,-74.077822
House for sale,674999,3,2,1310,40.621331,-74.124887
Co-op for sale,329000,1,1,681,40.756476,-73.721201
House for sale,685000,3,2,1100,40.535171,-74.183744
House for sale,589000,3,2,1785,40.808668,-73.857282
Condo for sale,399000,1,1,771,40.733515,-73.815302
Condo for sale,815000,3,2,1039,40.607582,-73.981924
Condo for sale,795000,2,1,759,40.774792,-73.95582
House for sale,970000,4,2,2185,40.677626,-73.808058
Co-op for sale,478000,1,1,750,40.634777,-74.031653
Multi-family home for sale,999000,8,3,3786,40.827391,-73.903137
Condo for sale,460000,3,1,426,40.75301,-73.971295
House for sale,499000,2,1,992,40.896062,-73.844169
Condo for sale,534900,1,1,654,40.586986,-73.943489
Multi-family home for sale,865000,5,3,1720,40.64087,-73.913928
Co-op for sale,495000,2,2,800,40.73652,-73.87008
Co-op for sale,338000,1,1,800,40.728261,-73.852283
Condo for sale,459000,3,1,489,40.752853,-73.823671
Co-op for sale,399000,1,1,681,40.635116,-74.031161
Co-op for sale,625000,2,1,1025,40.750167,-73.892461
Co-op for sale,375000,1,1,920,40.614285,-74.031573
Condo for sale,389990,2,1,886,40.579514,-74.107525
House for sale,700000,4,2,1890,40.885187,-73.854142
Townhouse for sale,499000,3,2,1332,40.616734,-74.157863
Condo for sale,375000,3,1,500,40.778149,-73.782075
Co-op for sale,695000,2,2,1800,40.759577,-73.964779
Multi-family home for sale,715000,4,2,2052,40.889813,-73.83793
House for sale,929888,3,2,1070,40.732592,-73.707766
House for sale,948000,3,2,1368,40.760406,-73.882048
House for sale,634999,4,2,1732,40.902829,-73.852482
Multi-family home for sale,600000,6,2,1634,40.840364,-73.870081
Co-op for sale,750000,2,1,920,40.739806,-73.982438
Condo for sale,849000,2,2,937,40.630568,-73.97131
Condo for sale,995000,1,1,971,40.672524,-73.963122
Co-op for sale,899000,2,1,940,40.769187,-73.95448
Co-op for sale,519000,2,1,1100,40.581327,-73.954165
Co-op for sale,519000,2,1,1100,40.581327,-73.954165
Condo for sale,995000,1,1,971,40.672524,-73.963122
Co-op for sale,659000,1,1,860,40.763077,-73.9685
Condo for sale,490000,1,1,730,40.575536,-73.973591
Co-op for sale,580000,1,1,712,40.769237,-73.958903
Townhouse for sale,465000,3,2,1365,40.638522,-74.164629
Condo for sale,529000,3,1,367,40.705216,-74.008531
House for sale,749000,3,2,1080,40.626642,-74.15104
Condo for sale,654250,2,1,702,40.742771,-73.872752
Condo for sale,995000,1,1,971,40.672524,-73.963122
Co-op for sale,899000,2,1,940,40.769187,-73.95448
Co-op for sale,740000,2,2,800,40.788708,-73.970009
Condo for sale,654250,2,1,702,40.742771,-73.872752
Co-op for sale,275000,2,1,815,40.82487,-73.922983
House for sale,975000,3,2,1400,40.585666,-73.947245
Co-op for sale,279000,1,1,800,40.7152,-73.83611
Co-op for sale,189000,3,1,300,40.632771,-74.022251
Condo for sale,550000,2,2,721,40.730136,-73.871999
House for sale,825900,3,2,1923,40.594143,-74.165867
Co-op for sale,370000,1,1,680,40.674716,-73.944828
House for sale,569000,2,1,840,40.665689,-73.877318
House for sale,799000,3,2,1989,40.65926,-73.926774
Condo for sale,499000,3,1,472,40.800382,-73.953136
Condo for sale,945000,2,2,903,40.816711,-73.94205
Condo for sale,598125,2,1,655,40.742771,-73.872752
Co-op for sale,349000,1,1,750,40.579147,-73.970949
